city_id,district_id,name_en,name_si,name_ta,sub_name_en,sub_name_si,sub_name_ta,postcode,latitude,longitude
527,7,Kotugoda,කොටුගොඩ,கொட்டுகொட, NULL, NULL, NULL,11390,7.123191,79.9241673
528,7,Kumbaloluwa,කුඹල්ඔළුව,கும்பலோலுவ, NULL, NULL, NULL,11105,7.1771057,80.1121493
529,7,Loluwagoda,ලොළුවගොඩ,லொலுவாகொட, NULL, NULL, NULL,11204,7.2921006,80.135035
530,7,Mabodale,මබෝදලේ,மபோடலே, NULL, NULL, NULL,11114,7.2024369,80.0187213
531,7,Madelgamuwa,මැදැල්ගමුව,மடல்கமுவ, NULL, NULL, NULL,11033,7.1084613,79.9598696
532,7,Makewita,මාකවිට,மகேவிதா, NULL, NULL, NULL,11358,7.10095,79.9633262
533,7,Makola,මාකොල,மாகொல, NULL, NULL, NULL,11640,6.9718989,79.9466398
534,7,Malwana,මල්වාන,மல்வான, NULL, NULL, NULL,11670,6.9507844,80.0157449
535,7,Mandawala,මන්දාවල,மண்டவாலா, NULL, NULL, NULL,11061,7.0001178,80.0939978
536,7,Marandagahamula,මරඳගහමුල,மரந்தகஹமுல, NULL, NULL, NULL,11260,7.2289814,79.9906015
537,7,Mellawagedara,මෙල්ලවගෙදර,மெல்லவகெதர, NULL, NULL, NULL,11234,7.2856809,80.026944
538,7,Minuwangoda,මිනුවන්ගොඩ,மினுவன்கொட, NULL, NULL, NULL,11550,7.1842076,79.9500477
539,7,Mirigama,මීරිගම,மீரிகம, NULL, NULL, NULL,11200,7.2271109,80.1567664
540,7,Miriswatta,මිරිස්වත්ත,மிரிஸ்வத்த, NULL, NULL, NULL,80508,7.0727394,80.0157633
541,7,Mithirigala,මිතිරිගල,மிதிரிகல, NULL, NULL, NULL,11742,6.9962236,80.1609995
542,7,Muddaragama,මුද්දරගම,முத்தாரகம, NULL, NULL, NULL,11112,7.2085995,80.0550033
543,7,Mudungoda,මුදුන්ගොඩ,முடுங்கோடா, NULL, NULL, NULL,11056,7.0666922,80.012269
544,7,Mulleriyawa New Town,මුල්ලේරියාව නව නගරය,முல்லேரியா புதிய நகரம், NULL, NULL, NULL,10620,7.0840484,80.0098314
545,7,Naranwala,නාරංවල,நாரங்வல, NULL, NULL, NULL,11063,7.0118957,80.0241489
546,7,Nawana,නාවන,நவானா, NULL, NULL, NULL,11222,7.0840484,80.0098314
547,7,Nedungamuwa,නැදුන්ගමුව,நெதுன்கமுவ, NULL, NULL, NULL,11066,7.0489741,80.0213538
548,7,Negombo,මීගමුව,நீர்கொழும்பு, NULL, NULL, NULL,11500,7.1955474,79.8573384
549,7,Nikadalupotha,නිකදළුපොත,நிகடலுபோத, NULL, NULL, NULL,60580,7.6540965,80.3756081
550,7,Nikahetikanda,නිකහැටිකන්ද,நிகஹெதிகந்த, NULL, NULL, NULL,11128,7.0988024,80.1791368
551,7,Nittambuwa,නිට්ටඹුව,நிட்டம்புவ, NULL, NULL, NULL,11880,7.1423639,80.1037721
552,7,Niwandama,නිවන්දම,நிவந்தமா, NULL, NULL, NULL,11354,7.0734533,79.9277763
553,7,Opatha,ඕපාත,ஓப்பாத்த, NULL, NULL, NULL,80142,7.1320576,79.9263427
554,7,Pamunugama,පමුණුගම,பமுனுகம, NULL, NULL, NULL,11370,7.0864986,79.8548823
555,7,Pamunuwatta,පමුණුවත්ත,பமுனுவத்த, NULL, NULL, NULL,11214,7.2163123,80.1414627
556,7,Panawala,පනාවල,பனாவல, NULL, NULL, NULL,70612,7.1674068,80.0939978
557,7,Pasyala,පස්යාල,பஸ்யால, NULL, NULL, NULL,11890,7.1667103,80.1233175
558,7,Peliyagoda,පෑලියගොඩ,பேலியகொட, NULL, NULL, NULL,11830,6.9584915,79.9055819
559,7,Pepiliyawala,පැපිලියාවල,பெபிலியவல, NULL, NULL, NULL,11741,7.00218,80.128901
560,7,Pethiyagoda,පෙතියාගොඩ,பெத்தியகொட, NULL, NULL, NULL,11043,7.1380617,79.9951044
561,7,Polpithimukulana,පොල්පිතිමූකලාන,பொல்பிதிமுகுலான, NULL, NULL, NULL,11324,7.0840484,80.0098314
562,7,Puwakpitiya,පුවක්පිටිය,புவக்பிட்டிய, NULL, NULL, NULL,10712,7.0380187,80.0674619
563,7,Radawadunna,රදාවඩුන්න,ராதவடுன்னா, NULL, NULL, NULL,11892,7.1843873,80.1414627
564,7,Radawana,රදාවාන,ராதாவானா, NULL, NULL, NULL,11725,7.0319495,80.0939978
565,7,Raddolugama,රද්දොළුගම,இரத்தொளுகம, NULL, NULL, NULL,11400,7.1406334,79.9013603
566,7,Ragama,රාගම,ராகம, NULL, NULL, NULL,11010,7.0231768,79.9077723
567,7,Ruggahawila,රුග්ගහවිල,ருக்கஹாவில, NULL, NULL, NULL,11142,7.1100379,80.1142434
568,7,Seeduwa,සීදුව,சீதுவை, NULL, NULL, NULL,11410,7.1406784,79.8869732
569,7,Siyambalape,සියඹලාපේ,சியம்பலாபே, NULL, NULL, NULL,11607,6.9674112,79.9892034
570,7,Talahena,තලාහේන,தலஹேன, NULL, NULL, NULL,11504,7.0840484,80.0098314
571,7,Thambagalla,තඹගල්ල,தம்பகல்ல, NULL, NULL, NULL,60584,7.0840484,80.0098314
572,7,Thimbirigaskatuwa,තිඹිරිගස්කටුව,திம்பிரிகஸ்கடுவ, NULL, NULL, NULL,11532,7.1354242,79.8885102
573,7,Tittapattara,තිත්තපත්තර,திட்டபட்டரா, NULL, NULL, NULL,10664,6.9135615,80.0597213
574,7,Udathuthiripitiya,උඩතුත්තිරිපිටිය,உடதுதிரிபிட்டிய, NULL, NULL, NULL,11054,7.0840484,80.0098314
575,7,Udugampola,උඩුගම්පල,உடுகம்பளை, NULL, NULL, NULL,11030,7.1263574,79.9780178
576,7,Uggalboda,උග්ගල්බොඩ,உக்கல்போடா, NULL, NULL, NULL,11034,7.1324802,79.9542438
577,7,Urapola,ඌරාපොල,ஊரபோல, NULL, NULL, NULL,11126,7.0980424,80.1449906
578,7,Uswetakeiyawa,උස්වැටකෙයියාව,உஸ்வெட்டிகேயவா, NULL, NULL, NULL,11328,7.0389911,79.8660836
579,7,Veyangoda,වෙයන්ගොඩ,வேயங்கொடை, NULL, NULL, NULL,11100,7.1662139,80.0558695
580,7,Walgammulla,වල්ගම්මුල්ල,வலகம்முல்ல, NULL, NULL, NULL,11146,7.0709392,80.1177335
581,7,Walpita,වල්පිට,வல்பிட, NULL, NULL, NULL,11226,7.2612667,80.045913
582,7,Walpola (WP),වල්පොල,வல்பொல (WP), NULL, NULL, NULL,11012,7.1943487,79.9276651
583,7,Wathurugama,වතුරුගම,வத்துருகம, NULL, NULL, NULL,11724,7.0546548,80.1009796
584,7,Watinapaha,වටිනාපහ,வட்டினபஹா, NULL, NULL, NULL,11104,7.1853118,80.0003875
585,7,Wattala,වත්තල,வத்தளை, NULL, NULL, NULL,11104,6.9906677,79.8931709
586,7,Weboda,වෙිබොඩ,வெபோடா, NULL, NULL, NULL,11858,7.0251175,79.9913005
587,7,Wegowwa,වෑගොව්ව,வேகவ்வா, NULL, NULL, NULL,11562,7.1716032,79.9746299
588,7,Weweldeniya,වේවැල්දෙණිය,வெவெல்தெனிய, NULL, NULL, NULL,11894,7.1979285,80.1526271
589,7,Yakkala,යක්කල,யக்கல, NULL, NULL, NULL,11870,7.0864153,80.0335107
590,7,Yatiyana,යටියන,யதியான, NULL, NULL, NULL,11566,7.1867708,79.9260548
591,8,Ambalantota,අම්බලන්තොට,அம்பலாந்தோட்டை, NULL, NULL, NULL,82100,6.1225999,81.0237594
592,8,Angunakolapelessa,අඟුණකොළපැලැස්ස,அங்குனுகொலபெலஸ்ஸ, NULL, NULL, NULL,82220,6.1655689,80.9031172
593,8,Angunakolawewa,අඟුණකොලවැව,அங்குனகொலவெவ, NULL, NULL, NULL,91302,6.4115488,81.0859235
594,8,Bandagiriya Colony,බන්ඩගිරිය කොලොනි,பண்டகிரிய காலனி, NULL, NULL, NULL,82005,6.2408604,81.1448479
595,8,Barawakumbuka,බරවකුඹුර,பரவகும்புகா, NULL, NULL, NULL,82110,6.2257854,80.9290685
596,8,Beliatta,බෙලිඅත්ත,பெலியத்த, NULL, NULL, NULL,82400,6.0481573,80.7339144
597,8,Beragama,බෙරගම,பெரகம, NULL, NULL, NULL,82102,6.1421255,81.0318169
598,8,Beralihela,බෙරලිහෙල,பெரலிஹெல, NULL, NULL, NULL,82618,6.321587,81.2981673
599,8,Bundala,බූන්දල,பண்டாலா, NULL, NULL, NULL,82002,6.1942487,81.1873141
600,8,Ellagala,ඇල්ලගල,எல்லகல, NULL, NULL, NULL,82619,6.333333,81.25
601,8,Gangulandeniya,ගඟුලදෙණිය,கங்குலந்தெனிய, NULL, NULL, NULL,82586,6.2956299,80.7186697
602,8,Getamanna,ගැටමාන්න,கெட்டமன்னா, NULL, NULL, NULL,82420,6.0395499,80.6895583
603,8,Goda Koggalla,ගොඩ කොග්ගල්ල,கொட கொக்கல்ல, NULL, NULL, NULL,82401,6.183333,81.016667
604,8,Gonagamuwa Uduwila,ගොනාගමුව උඩුවිල,கோனகமுவ உடுவில, NULL, NULL, NULL,82602,6.2472394,81.265649
605,8,Gonnoruwa,ගොන්නොරුව,கொன்னொருவா, NULL, NULL, NULL,82006,6.233333,81.1
606,8,Hakuruwela,හකුරුවෙල,ஹகுருவெல, NULL, NULL, NULL,82248,6.1493333,80.8308587
607,8,Hambantota,හම්බන්තොට,ஹம்பாந்தோட்டை, NULL, NULL, NULL,82000,6.1428829,81.1212308
608,8,Handugala,හඳගුල,ஹண்டுகல, NULL, NULL, NULL,81326,6.1903211,80.6257539
609,8,Hungama,හුංගම,ஹங்காமா, NULL, NULL, NULL,82120,6.115626,80.9290685
610,8,Ihala Beligalla,ඉහල බෙලිගල්ල,இஹல பெலிகல்ல, NULL, NULL, NULL,82412,6.1535816,81.127149
611,8,Iththa Demaliya,ඉත්ත දෙමලිය,இத்தா தெமாலியா, NULL, NULL, NULL,82462,6.1678463,80.7459337
612,8,Julampitiya,ජුලම්පිටිය,ஜுலம்பிட்டிய, NULL, NULL, NULL,82252,6.2355232,80.7354311
613,8,Kahandamodara,කහඳමෝදර,கஹந்தமோதர, NULL, NULL, NULL,82126,6.0698824,80.891511
614,8,Kariyamaditta,කරියමදිත්ත,காரியமடித்தா, NULL, NULL, NULL,82274,6.2552733,80.8128636
615,8,Katuwana,කටුවන,கடுவன, NULL, NULL, NULL,82500,6.2636238,80.6909448
616,8,Kawantissapura,කාවන්තිස්සපුර,கவுந்திஸ்ஸபுர, NULL, NULL, NULL,82622,6.3518712,81.3129795
617,8,Kirama,කිරම,கிரம, NULL, NULL, NULL,82550,6.2066921,80.6618234
618,8,Kirinda,කිරින්ද,கிரிந்த, NULL, NULL, NULL,82614,6.235236,81.3344408
619,8,Lunama,ලුනම,லுனாமா, NULL, NULL, NULL,82108,6.0953167,80.9677658
620,8,Lunugamwehera,ලුණුගම්වෙහෙර,லுணுகம் வெஹர, NULL, NULL, NULL,82634,6.3383515,81.1442093
621,8,Magama,මාගම,மகம, NULL, NULL, NULL,82608,6.2058366,81.30418
622,8,Mahagalwewa,මහගල්වැව,மகாகல்வெவ, NULL, NULL, NULL,82016,6.3854382,81.0395821
623,8,Mamadala,මාමඩල,மாமடல, NULL, NULL, NULL,82109,6.1596539,80.974674
624,8,Medamulana,මැදමුලන,மெதமுலன, NULL, NULL, NULL,82254,6.1810279,80.7685508
625,8,Middeniya,මිද්දෙණිය,மித்தெனிய, NULL, NULL, NULL,82270,6.2513579,80.7641653
626,8,Meegahajandura,මිගහජන්දුරැ,மீகஹஜந்துர, NULL, NULL, NULL,82014,6.1592853,81.1273013
627,8,Modarawana,මොදරවාන,மோதரவன, NULL, NULL, NULL,82416,6.1173609,80.7242136
628,8,Mulkirigala,මුල්කිරිගල,முல்கிரிகல, NULL, NULL, NULL,82242,6.1087918,80.7588541
629,8,Nakulugamuwa,නාකුළුගමුව,நகுலுகமுவ, NULL, NULL, NULL,82300,5.9954309,80.7089671
630,8,Netolpitiya,නෙටොල්පිටිය,நெடோல்பிட்டிய, NULL, NULL, NULL,82135,6.0656506,80.8391628
631,8,Nihiluwa,නිහිලුව,நிஹிலுவா, NULL, NULL, NULL,82414,6.0713577,80.7062933
632,8,Padawkema,පදව්කෙම,படவ்கேமா, NULL, NULL, NULL,82636,6.1428829,81.1212308
633,8,Pahala Andarawewa,පහල අන්දරවැව,பஹல அந்தரவெவ, NULL, NULL, NULL,82008,6.299588,81.0856327
634,8,Rammalawarapitiya,රම්මලවරපිටිය,ரம்மலவரபிட்டிய, NULL, NULL, NULL,82554,6.2219871,80.6368539
635,8,Ranakeliya,රණකෙලිය,ரணகெலிய, NULL, NULL, NULL,82612,6.1428829,81.1212308
636,8,Ranmuduwewa,රන්මුඩුවැව,ரன்முதுவெவ, NULL, NULL, NULL,82018,6.3462942,81.058906
637,8,Ranna,රන්න,ரன்னா, NULL, NULL, NULL,82125,6.0935429,80.8626864
638,8,Ratmalwala,රත්මල්වල,ரத்மல்வல, NULL, NULL, NULL,82276,6.1428829,81.1212308
639,8,Ruhunu Ridiyagama,රුහුණු රිදියගම,ருஹுனு ரிதியகம, NULL, NULL, NULL,82106,6.2468436,80.9824649
640,8,Sooriyawewa Town,සූරියවැව නගරය,சூரியவெவ நகரம், NULL, NULL, NULL,82010,6.3110025,80.9953952
641,8,Tangalla,තංගල්ල,தங்காலை, NULL, NULL, NULL,82200,6.0243383,80.7940726
642,8,Tissamaharama,තිස්සමහාරාම,திஸ்ஸமஹராமை, NULL, NULL, NULL,82600,6.2791538,81.2876691
643,8,Uda Gomadiya,උඩ ගෝමදිය,உட கோமதியா, NULL, NULL, NULL,82504,6.2956159,80.6693375
644,8,Udamattala,උඩමත්තල,உடமத்தல, NULL, NULL, NULL,82638,6.2913906,81.1213571
645,8,Uswewa,උස්වැව,உஸ்வேவா, NULL, NULL, NULL,82278,6.2420622,80.8834367
646,8,Vitharandeniya,විතාරන්දෙණිය,விதாரந்தெனிய, NULL, NULL, NULL,82232,6.0243383,80.7940726
647,8,Walasmulla,වළස්මුල්ල,வலஸ்முல்ல, NULL, NULL, NULL,82450,6.1508888,80.6937177
648,8,Weeraketiya,වීරකැටිය,வீரகெட்டிய, NULL, NULL, NULL,82240,6.1476081,80.7633743
649,8,Weerawila,වීරවිල,வீரவில, NULL, NULL, NULL,82632,6.2421494,81.229209
650,8,Weerawila NewTown,වීරවිල නව නගරය,வீரவில நியூடவுன், NULL, NULL, NULL,82615,6.2421494,81.229209
651,8,Wekandawela,වෑකඳවෙල,வெகந்தவெல, NULL, NULL, NULL,82246,6.1428829,81.1212308
652,8,Weligatta,වැලිගත්ත,வெலிகட்டா, NULL, NULL, NULL,82004,6.2385761,81.2188355
653,8,Yatigala,යටිගල,யடிகல, NULL, NULL, NULL,82418,6.1134196,80.6947365
654,9,Jaffna,යාපනය,யாழ்ப்பாணம், NULL, NULL, NULL,40000,9.669013,80.0269528
655,10,Agalawatta,අගලවත්ත,அகலவத்தை, NULL, NULL, NULL,12200,6.5422794,80.157504
656,10,Alubomulla,අලුබෝමුල්ල,அலுபோமுல்லா, NULL, NULL, NULL,12524,6.7113091,79.9458514
657,10,Anguruwatota,අංගුරුවතොට,அங்குறுவதோட்ட, NULL, NULL, NULL,12320,6.6446971,80.0745954
658,10,Atale,අටලේ,ஒரு கதை, NULL, NULL, NULL,71363,6.45,80.266667
659,10,Baduraliya,බදුරලීය,பதுரலியா, NULL, NULL, NULL,12230,6.5171221,80.2311801
660,10,Bandaragama,බණ්ඩාරගම,பண்டாரகம, NULL, NULL, NULL,12530,6.7144073,79.9890604
661,10,Batugampola,බටුගම්පොල,படுகம்பொல, NULL, NULL, NULL,10526,6.7739817,80.1396721
662,10,Bellana,බෙල්ලන,பெல்லானா, NULL, NULL, NULL,12224,6.522136,80.1735565
663,10,Beruwala,බේරුවල,பேருவளை, NULL, NULL, NULL,12070,6.4632038,79.9747124
664,10,Bolossagama,බොලොස්සගම,பொலொஸ்ஸகம, NULL, NULL, NULL,12008,6.6230589,80.0157633
665,10,Bombuwala,බොඹුවල,போம்புவல, NULL, NULL, NULL,12024,6.5754072,80.0142805
666,10,Boralugoda,බොරළුගොඩ,பொரலுகொட, NULL, NULL, NULL,12142,6.4347185,80.2795195
667,10,Bulathsinhala,බුලත්සිංහල,புலத்சிங்கள, NULL, NULL, NULL,12300,6.6487471,80.1791368
668,10,Danawala Thiniyawala,දනවල තිනියවල,தனவல தினியாவல, NULL, NULL, NULL,12148,6.415104,80.3286273
669,10,Delmella,දෙල්මෙල්ල,டெல்மெல்லா, NULL, NULL, NULL,12304,6.6796219,80.2056382
670,10,Dharga Town,දර්ගා නගරය,தர்கா நகரம், NULL, NULL, NULL,12090,6.4447452,80.0168602
671,10,Diwalakada,දිවාලකද,திவலகட, NULL, NULL, NULL,12308,6.5711153,80.0608753
672,10,Dodangoda,දොඩන්ගොඩ,தொடங்கொட, NULL, NULL, NULL,12020,6.5528675,80.0232923
673,10,Dombagoda,දොඹගොඩ,தொம்பகொட, NULL, NULL, NULL,12416,6.6461737,80.0506981
674,10,Ethkandura,ඇත්කඳුර,எத்கந்துரா, NULL, NULL, NULL,80458,6.2328918,80.1568134
675,10,Galpatha,ගල්පාත,கல்பதா, NULL, NULL, NULL,12005,6.629145,80.0234502
676,10,Gamagoda,ගමගොඩ,கமகொட, NULL, NULL, NULL,12016,6.5839412,79.9953597
677,10,Gonagalpura,ගොනාගල්පුර,கோனகல்புரா, NULL, NULL, NULL,80502,6.5853948,79.96074
678,10,Gonapola Junction,ගෝනපොල හංදිය,கோனபொலை சந்தி, NULL, NULL, NULL,12410,6.7563403,80.0171609
679,10,Govinna,ගෝවින්න,கோவின்ன, NULL, NULL, NULL,12310,6.6752389,80.1183488
680,10,Gurulubadda,ගුරුලුබැද්ද,குருலுபத்தா, NULL, NULL, NULL,12236,6.0482692,80.1960396
681,10,Halkandawila,හල්කන්දවිල,ஹல்கண்டவில, NULL, NULL, NULL,12055,6.5,80.0166667
682,10,Haltota,හල්තොට,ஹல்தொட, NULL, NULL, NULL,12538,6.6942555,80.030861
683,10,Halvitigala Colony,හල්විටගල ජනපදය,ஹல்விட்டிகல காலனி, NULL, NULL, NULL,80146,6.311722,80.3651035
684,10,Halwala,හල්වල,ஹல்வாலா, NULL, NULL, NULL,12118,6.4208769,80.1065646
685,10,Halwatura,හල්වතුර,ஹல்வதுரா, NULL, NULL, NULL,12306,6.7175993,80.1902963
686,10,Handapangoda,හඳපාන්ගොඩ,ஹண்டபாங்கொட, NULL, NULL, NULL,10524,6.7905692,80.1400671
687,10,Hedigalla Colony,හැඩිගල්ල ජනපදය,ஹெடிகல்ல காலனி, NULL, NULL, NULL,12234,6.466391,80.2850929
688,10,Henegama,හේනෙගම,ஹெனேகம, NULL, NULL, NULL,11715,6.4838722,80.1009796
689,10,Hettimulla,හෙට්ටිමුල්ල,ஹெட்டிமுல்ல, NULL, NULL, NULL,71210,6.4580766,79.9908006
690,10,Horana,හොරණ,ஹொரன, NULL, NULL, NULL,12400,6.7246534,80.0399464
691,10,Ittapana,ඉත්තෑපාන,இட்டபன, NULL, NULL, NULL,12116,6.4366484,80.095523
692,10,Kahawala,කහවල,கஹவாலா, NULL, NULL, NULL,10508,6.7794255,80.1121493
693,10,Kalawila Kiranthidiya,කලවිල කිරන්තිඩිය,கலாவில கிரந்திடியா, NULL, NULL, NULL,12078,6.4545693,80.0103861
694,10,Kalutara,කළුතර,களுத்துறை, NULL, NULL, NULL,12000,6.5853948,79.96074
695,10,Kananwila,කනන්විල,கானன்வில, NULL, NULL, NULL,12418,6.7542378,80.0622815
696,10,Kandanagama,කඳනාගම,கந்தனாகம, NULL, NULL, NULL,12428,6.7144073,79.9890604
697,10,Kelinkanda,කෙලින්කන්ද,கெலிங்கந்த, NULL, NULL, NULL,12218,6.5745254,80.2934522
698,10,Kitulgoda,කිතුල්ගොඩ,கித்துல்கொட, NULL, NULL, NULL,12222,6.5064502,80.1791368
699,10,Koholana,කොහොලාන,கொஹோலனா, NULL, NULL, NULL,12007,6.6172796,79.9906015
700,10,Kuda Uduwa,කුඩා උඩුව,குடா உடுவா, NULL, NULL, NULL,12426,6.7662085,80.0778931
701,10,Labbala,ලබ්බල,லப்பலா, NULL, NULL, NULL,60162,7.3396077,80.0784613
702,10,Ihalahewessa,ඉහළහේවැස්ස,இஹலஹெவெஸ்ஸ, NULL, NULL, NULL,80432,6.5853948,79.96074
703,10,Induruwa,ඉඳුරුව,இந்துருவா, NULL, NULL, NULL,80510,6.3758511,80.0093105
704,10,Ingiriya,ඉංගිරිය,இங்கிரிய, NULL, NULL, NULL,12440,6.7403769,80.1624543
705,10,Maggona,මග්ගොන,மக்கொன, NULL, NULL, NULL,12060,6.5095799,79.995717
706,10,Mahagama,මහගම,மஹகம, NULL, NULL, NULL,12210,6.6035286,80.1596041
707,10,Mahakalupahana,මහාකළුපහන,மஹாகலுபஹானா, NULL, NULL, NULL,12126,6.5853948,79.96074
708,10,Maharangalla,මහරංගල්ල,மகரங்கல்ல, NULL, NULL, NULL,71211,6.6015528,79.9753241
709,10,Malgalla Talangalla,මල්ගල්ල තලංගල්ල,மல்கல்லா தலங்கல்ல, NULL, NULL, NULL,80144,6.3074148,80.3660715
710,10,Matugama,මතුගම,மத்துகம, NULL, NULL, NULL,12100,6.5219432,80.1136852
711,10,Meegahatenna,මීගහතැන්න,மீகஹதென்ன, NULL, NULL, NULL,12130,6.433116,80.1958755
712,10,Meegama,මීගම,மீகம, NULL, NULL, NULL,12094,6.4213498,80.0632713
713,10,Meegoda,මීගොඩ,மீகொட, NULL, NULL, NULL,10504,6.5893613,79.9636673
714,10,Millaniya,මිල්ලණිය,மில்லானியா, NULL, NULL, NULL,12412,6.6805151,80.020655
715,10,Millewa,මිල්ලෑව,மில்லேவா, NULL, NULL, NULL,12422,6.7812105,80.0702555
716,10,Miwanapalana,මිවනපලාන,மிவனபாலன, NULL, NULL, NULL,12424,6.7433848,80.0939978
717,10,Molkawa,මෝල්කාව,மோல்காவா, NULL, NULL, NULL,12216,6.6050701,80.2377078
718,10,Morapitiya,මොරපිටිය,மொரப்பிட்டிய, NULL, NULL, NULL,12232,6.5305266,80.2736514
719,10,Morontuduwa,මොරොන්තුඩුව,மொரோந்துடுவ, NULL, NULL, NULL,12564,6.6623451,79.9703269
720,10,Nawattuduwa,නවත්තුඩුව,நவத்துடுவ, NULL, NULL, NULL,12106,6.484951,80.063822
721,10,Neboda,නෑබොඩ,நேபொட, NULL, NULL, NULL,12030,6.5916551,80.0926014
722,10,Padagoda,පාදාගොඩ,படகோடா, NULL, NULL, NULL,12074,6.5657686,79.9836108
723,10,Pahalahewessa,පහළහේවැස්ස,பஹலஹெவெஸ்ஸ, NULL, NULL, NULL,12144,6.5853948,79.96074
724,10,Paiyagala,පයාගල,பையகல, NULL, NULL, NULL,12050,6.5186103,79.9947956
725,10,Panadura,පානදුර,பாணந்துறை, NULL, NULL, NULL,12500,6.7527994,79.8949309
726,10,Pannala,පන්නල,பன்னல, NULL, NULL, NULL,60160,6.5660074,79.9625419
727,10,Paragastota,පරගස්තොට,பரகஸ்தோட்டா, NULL, NULL, NULL,12414,6.6728765,80.0017854
728,10,Paragoda,පරගොඩ,பரகோடா, NULL, NULL, NULL,12302,6.6122074,80.2266847
729,10,Paraigama,පරයිගම,பரைகம, NULL, NULL, NULL,12122,6.5853948,79.96074
730,10,Pelanda,පෙලන්ඩ,பெலண்டா, NULL, NULL, NULL,12214,6.5853948,79.96074
731,10,Pelawatta,පැලවත්ත,பெலவத்த, NULL, NULL, NULL,12138,6.40053,80.2120618
732,10,Pimbura,පිඹුර,பிம்புரா, NULL, NULL, NULL,70472,6.5586762,80.1568134
733,10,Pitagaldeniya,පිටගල්දෙණිය,பிடகல்தெனிய, NULL, NULL, NULL,71360,7.1926678,80.3001581
734,10,Pokunuwita,පොකුණුවිට,பொக்குனுவிட்ட, NULL, NULL, NULL,12404,6.7288686,80.0297389
735,10,Poruwedanda,පෝරුවදණ්ඩ,பொருவேதண்டா, NULL, NULL, NULL,12432,6.7363193,80.1335559
736,10,Ratmale,රත්මලේ,ரத்மலே, NULL, NULL, NULL,81030,6.4611781,80.1980844
737,10,Remunagoda,රෙමුණගොඩ,ரெமுனகொட, NULL, NULL, NULL,12009,6.6079079,80.0252719
738,10,Talgaswela,තල්ගස්වෙල,தல்கஸ்வெல, NULL, NULL, NULL,80470,6.2441026,80.2708957
739,10,Tebuwana,තෙඹුවන,தெபுவானா, NULL, NULL, NULL,12025,6.5922759,80.0576834
740,10,Uduwara,උඩුවර,உடுவார, NULL, NULL, NULL,12322,6.6230195,80.0672436
741,10,Utumgama,උතුම්ගම,உதும்கம, NULL, NULL, NULL,12127,6.4269977,80.1512317
742,10,Veyangalla,වේයන්ගල්ල,வெயங்கல்ல, NULL, NULL, NULL,12204,6.5823581,80.1473613
743,10,Wadduwa,වාද්දුව,வாதுவை, NULL, NULL, NULL,12560,6.6362823,79.9528451
744,10,Walagedara,වලගෙදර,வலகெதர, NULL, NULL, NULL,12112,6.4499184,80.0793342
745,10,Walallawita,වළල්ලාවිට,வலல்லாவிட்ட, NULL, NULL, NULL,12134,6.380555,80.1958755
746,10,Waskaduwa,වස්කඩුව,வஸ்கடுவ, NULL, NULL, NULL,12580,6.626858,79.9430537
747,10,Welipenna,වැලිපැන්න,வெலிப்பன, NULL, NULL, NULL,12108,6.4681994,80.1065646
748,10,Weliveriya,වැලිවේරිය,வெலிவேரிய, NULL, NULL, NULL,11710,7.0313407,80.0287514
749,10,Welmilla Junction,වැල්මිල්ල හංදිය,வல்மில்ல சந்தி, NULL, NULL, NULL,12534,6.7484326,79.9714847
750,10,Weragala,වේරගල,வெரகல, NULL, NULL, NULL,71622,6.5293595,80.005979
751,10,Yagirala,යගිරාල,யகிரல, NULL, NULL, NULL,12124,6.3694091,80.1623948
752,10,Yatadolawatta,යටදොලවත්ත,யதடோலவத்த, NULL, NULL, NULL,12104,6.5201615,80.0730491
753,10,Yatawara Junction,යටවර හන්දිය,யாதவார சந்திப்பு, NULL, NULL, NULL,12006,6.6003243,80.0368488
754,11,Aludeniya,අලුදෙණිය,அலுதெனிய, NULL, NULL, NULL,20062,7.330693,80.5688428
755,11,Ambagahapelessa,අඹගහපැලැස්ස,அம்பகஹாபெலஸ்ஸ, NULL, NULL, NULL,20986,7.243567,81.0064442
756,11,Ambagamuwa Udabulathgama,අඹගමුව උඩබුලත්ගම,அம்பகமுவ உடபுலத்கம, NULL, NULL, NULL,20678,7.113249,80.6188156
757,11,Ambatenna,අඹතැන්න,அம்பத்தன்ன, NULL, NULL, NULL,20136,7.3529789,80.6132646
758,11,Ampitiya,අම්පිටිය,அம்பிட்டிய, NULL, NULL, NULL,20160,7.2686359,80.6632103
759,11,Ankumbura,අංකුඹුර,அங்கும்புரா, NULL, NULL, NULL,20150,7.4375189,80.5688428
760,11,Atabage,අටබාගෙ,அட்டாபேஜ், NULL, NULL, NULL,20574,7.1377326,80.6110631
761,11,Balana,බලන,பாலனா, NULL, NULL, NULL,20308,7.2722453,80.4882266
762,11,Bambaragahaela,බඹරගහඇල,பம்பரகஹேல, NULL, NULL, NULL,20644,7.2891461,80.7607589
763,11,Batagolladeniya,බටගොල්ලදෙණිය,படகொல்லதெனிய, NULL, NULL, NULL,20154,7.4150107,80.5785621
764,11,Batugoda,බටුගොඩ,படுகொட, NULL, NULL, NULL,20132,7.3656832,80.6054355
765,11,Batumulla,බටුමුල්ල,பத்துமுல்லா, NULL, NULL, NULL,20966,7.2644742,80.9843446
